x,y,year,geography code,geography,Ethnic Total,Asian,Black,Mixed,White,Other,Economic Total,Economically active,Economically active: In employment,Economically active: Unemployed,Economically inactive
10.940379,9.560955,2021,E07000243,Stevenage,89498,6700,4340,3216,74099,1143,71239,47817,45463,2354,23422
1.2799107,11.627746,2021,E07000244,East Suffolk,246060,3447,1357,3707,236627,922,206721,111807,106367,5440,94914
3.573412,10.96969,2021,E07000245,West Suffolk,179948,4731,2873,4880,165156,2308,148130,93203,89622,3581,54927
4.850406,12.513413,2021,E07000246,Somerset West and Taunton,157447,3224,827,2019,150583,794,131294,76213,73293,2920,55081
1.2379265,10.364342,2021,E08000001,Bolton,295960,59596,11238,6643,212941,5542,232293,134542,125439,9103,97751
2.9740534,10.756329,2021,E08000002,Bury,193851,20593,3690,5123,160716,3729,154871,93461,88481,4980,61410
-0.77136296,9.714375,2021,E08000003,Manchester,551938,115109,65893,29026,313632,28278,437958,259288,234284,25004,178670
1.8592212,10.408357,2021,E08000004,Oldham,242087,59565,8209,6125,164897,3291,187035,105966,98206,7760,81069
2.0761535,10.503219,2021,E08000005,Rochdale,223771,41406,7927,5284,165485,3669,174947,101069,94459,6610,73878
0.9388769,10.344381,2021,E08000006,Salford,269922,14938,16473,8501,222248,7762,216921,137780,127605,10175,79141
0.580984,11.013423,2021,E08000007,Stockport,294770,21464,3416,7668,257530,4692,238927,146544,139806,6738,92383
2.1506832,10.811889,2021,E08000008,Tameside,231070,21198,5275,4963,197676,1958,185136,112079,105655,6424,73057
1.9502398,10.334079,2021,E08000009,Trafford,235053,29588,8086,8834,182761,5784,186150,117117,111557,5560,69033
-0.2519443,11.242185,2021,E08000010,Wigan,329330,5826,3907,4353,312952,2292,268694,162896,154614,8282,105798
5.1572447,12.145691,2021,E08000011,Knowsley,154518,2510,1264,2658,147234,852,124297,73881,69490,4391,50416
-0.87441164,10.353955,2021,E08000012,Liverpool,486088,27767,16964,16880,408443,16034,403028,224956,205750,19206,178072
3.9244273,12.317538,2021,E08000013,St. Helens,183248,2579,776,1971,176888,1034,150572,87330,82624,4706,63242
0.7524605,11.393175,2021,E08000014,Sefton,279233,4294,1509,4056,267540,1834,232389,131658,124596,7062,100731
-0.14552738,11.368479,2021,E08000015,Wirral,320199,7302,1389,4930,304692,1886,262111,147023,139503,7520,115088
1.2907047,11.567672,2021,E08000016,Barnsley,244572,2297,1715,2293,236934,1333,199792,117520,111680,5840,82272
0.2080386,11.264407,2021,E08000017,Doncaster,308104,9086,3742,4603,286955,3718,250926,146264,137859,8405,104662
1.0649523,11.4476385,2021,E08000018,Rotherham,265806,14176,3016,3854,241954,2806,215571,124654,117801,6853,90917
-0.9597877,10.160729,2021,E08000019,Sheffield,556523,53560,25512,19704,440216,17531,456247,260057,242006,18051,196190
0.8245501,10.437786,2021,E08000021,Newcastle upon Tyne,300127,34128,9921,6920,240002,9156,248447,136892,125075,11817,111555
2.6902554,11.634587,2021,E08000022,North Tyneside,208968,5396,1281,2879,198208,1204,171513,102868,97266,5602,68645
5.6172686,12.182529,2021,E08000023,South Tyneside,147777,4317,786,1995,139483,1196,121291,67794,62508,5286,53497
0.7700046,11.442637,2021,E08000024,Sunderland,274173,8204,2665,2505,259375,1424,226074,125948,117154,8794,100126
-0.85893774,9.866933,2021,E08000025,Birmingham,1144922,355384,125760,55205,556608,51965,889622,494724,442417,52307,394898
0.26539496,9.466268,2021,E08000026,Coventry,345321,63915,30723,11731,226246,12706,276871,163686,150141,13545,113185
0.3492241,10.726169,2021,E08000027,Dudley,323488,27047,8170,9191,274596,4484,262488,154502,144640,9862,107986
0.27796194,8.988277,2021,E08000028,Sandwell,341832,88024,29779,14680,195624,13725,266026,155194,141070,14124,110832
2.243545,10.563353,2021,E08000029,Solihull,216240,23845,3955,7496,177668,3276,174501,103460,97939,5521,71041
1.1012268,10.256563,2021,E08000030,Walsall,284126,53199,13024,9317,202724,5862,223097,128492,118530,9962,94605
0.9285166,9.38399,2021,E08000031,Wolverhampton,263726,55901,24636,14065,159707,9417,208444,122990,111311,11679,85454
-0.6914146,10.09004,2021,E08000032,Bradford,546412,175664,10978,15006,334004,10760,421574,239279,221136,18143,182295
2.7615023,11.191772,2021,E08000033,Calderdale,206631,21726,1439,4027,177836,1603,166634,98755,93382,5373,67879
-0.5524473,10.32789,2021,E08000034,Kirklees,433213,84202,9948,13588,318969,6506,346271,202190,190084,12106,144081
-0.9381158,10.076061,2021,E08000035,Leeds,811953,78503,45376,27388,641801,18885,658470,401119,374063,27056,257351
-0.43035477,11.150578,2021,E08000036,Wakefield,353370,12633,4516,4938,328742,2541,287538,173152,164641,8511,114386
3.119185,11.749576,2021,E08000037,Gateshead,196149,4925,2214,2393,183489,3128,161749,93515,87519,5996,68234
14.6396,8.481744,2021,E09000001,City of London,8584,1445,232,470,5955,482,8004,5678,5351,327,2326
1.2708272,9.452686,2021,E09000002,Barking and Dagenham,218871,56583,46807,9320,98275,7886,161746,103667,94591,9076,58079
-0.19185854,8.899052,2021,E09000003,Barnet,389344,74972,30651,20889,224762,38070,309355,199761,186176,13585,109594
1.1766223,9.954498,2021,E09000004,Bexley,246475,24434,30075,8740,177164,6062,195827,125346,117983,7363,70481
-0.24979378,8.840878,2021,E09000005,Brent,339821,111515,59495,17249,117701,33861,275142,175982,160998,14984,99160
0.23315293,9.830766,2021,E09000006,Bromley,329991,27307,25149,17740,252295,7500,265088,171090,162122,8968,93998
1.1037416,9.221926,2021,E09000007,Camden,210136,38042,18892,13938,125064,14200,177908,111524,102511,9013,66384
-0.47645828,9.321063,2021,E09000008,Croydon,390724,68487,88441,29745,188985,15066,310396,204136,189405,14731,106260
-0.31847826,8.805139,2021,E09000009,Ealing,367116,111241,39491,19161,158463,38760,295371,190291,175026,15265,105080
-0.36403826,8.886976,2021,E09000010,Enfield,329985,37973,60512,19558,171884,40058,257182,156015,143864,12151,101167
-0.15367272,9.204448,2021,E09000011,Greenwich,289065,38028,60602,17297,161006,12132,229749,155202,142935,12267,74547
-0.25533852,9.011187,2021,E09000012,Hackney,259147,26885,54645,17487,137709,22421,209466,145767,134308,11459,63699
1.321575,9.29833,2021,E09000013,Hammersmith and Fulham,183156,19306,22453,12318,115679,13400,154632,105772,98098,7674,48860
-0.1096738,9.101938,2021,E09000014,Haringey,264238,23080,46466,18556,150581,25555,216000,146328,134381,11947,69672
0.5569001,8.753572,2021,E09000015,Harrow,261205,118152,19151,9833,95233,18836,209623,133542,125039,8503,76081
1.0869704,10.104438,2021,E09000016,Havering,262052,28150,21567,9747,197314,5274,209730,132432,124781,7651,77298
0.36232138,8.824226,2021,E09000017,Hillingdon,305907,101938,23955,13359,147387,19268,241879,154438,142806,11632,87441
0.43685323,8.812832,2021,E09000018,Hounslow,288181,105846,20810,13514,127083,20928,228675,150604,138794,11810,78071
0.90046126,9.245891,2021,E09000019,Islington,216590,21532,28743,16231,134754,15330,183627,124914,114971,9943,58713
2.6642585,9.718884,2021,E09000020,Kensington and Chelsea,143373,17025,11279,9525,91394,14150,123089,75072,69440,5632,48017
2.829954,9.877063,2021,E09000021,Kingston upon Thames,168065,29938,4741,8996,114831,9559,135467,89385,84148,5237,46082
-0.3593913,9.198272,2021,E09000022,Lambeth,317650,23051,76145,25630,174778,18046,268942,197141,182817,14324,71801
-0.33256453,9.225571,2021,E09000023,Lewisham,300553,26927,80473,24253,154749,14151,242417,169579,155716,13863,72838
1.4246134,9.319961,2021,E09000024,Merton,215187,40019,22887,12765,129617,9899,172772,118900,112065,6835,53872
0.045572545,8.742481,2021,E09000025,Newham,351030,148187,61302,16419,107947,17175,276173,180739,163445,17294,95434
0.40564844,8.6659975,2021,E09000026,Redbridge,310261,146833,26096,12736,107974,16622,242020,152466,141630,10836,89554
2.577253,10.121722,2021,E09000027,Richmond upon Thames,195277,17467,3687,10662,157111,6350,155835,102821,97566,5255,53014
-0.40277874,9.144759,2021,E09000028,Southwark,307640,30540,77299,22151,158220,19430,256139,181218,166951,14267,74921
2.226796,9.92191,2021,E09000029,Sutton,209636,36787,12465,10162,143145,7077,165659,109810,104226,5584,55849
0.34409732,8.7007265,2021,E09000030,Tower Hamlets,310306,137856,22693,15409,122266,12082,252879,170536,155390,15146,82343
0.024097417,9.194924,2021,E09000031,Waltham Forest,278428,55545,41647,17983,147024,16229,222184,151835,140374,11461,70349
0.07960859,9.364525,2021,E09000032,Wandsworth,327506,38314,33062,20598,222090,13442,273559,201428,190441,10987,72131
0.9643086,9.051933,2021,E09000033,Westminster,204236,34242,16456,13335,112732,27471,177470,110288,101745,8543,67182
13.916409,9.125235,2021,W06000001,Isle of Anglesey,68879,430,104,598,67587,160,57148,30865,29203,1662,26283
8.775702,12.366526,2021,W06000002,Gwynedd,117392,1968,513,1333,112987,591,97968,54973,51817,3156,42995
9.0838375,12.394857,2021,W06000003,Conwy,114743,1651,271,1254,111176,391,96360,51587,48719,2868,44773
11.636729,11.185532,2021,W06000004,Denbighshire,95820,1650,268,1052,92488,362,78908,43036,40846,2190,35872
4.927618,12.399107,2021,W06000005,Flintshire,154960,1455,292,1446,151232,535,127578,77353,73820,3533,50225
7.0662107,12.433948,2021,W06000006,Wrexham,135122,2246,878,1558,129677,763,110274,65049,61805,3244,45225
13.644728,9.272749,2021,W06000008,Ceredigion,71473,1096,366,867,68776,368,61392,31964,30119,1845,29428
8.574136,12.432507,2021,W06000009,Pembrokeshire,123359,1159,244,1162,120375,419,102551,55534,52765,2769,47017
3.9599774,12.359071,2021,W06000010,Carmarthenshire,187898,2321,455,1756,182652,714,155487,85874,81952,3922,69613
1.2835605,11.539034,2021,W06000011,Swansea,238491,10451,2797,3808,218052,3383,197857,107375,100613,6762,90482
5.852038,12.627566,2021,W06000012,Neath Port Talbot,142290,2253,522,1583,137511,421,117182,62441,59191,3250,54741
5.8834715,12.687635,2021,W06000013,Bridgend,145490,2152,429,1684,140799,426,119482,67479,63984,3495,52003
7.4747896,11.861022,2021,W06000014,Vale of Glamorgan,131939,2807,624,2987,124800,721,107457,62959,59915,3044,44498
-0.11967197,10.089455,2021,W06000015,Cardiff,362310,34983,13896,14506,286931,11994,296314,172734,160440,12294,123580
1.4072489,11.605841,2021,W06000016,Rhondda Cynon Taff,237653,3506,997,2469,229923,758,193843,109606,103389,6217,84237
4.0324426,12.374526,2021,W06000018,Caerphilly,175955,1584,283,1754,171955,379,143484,81829,77439,4390,61655
13.854411,8.955057,2021,W06000019,Blaenau Gwent,66903,621,115,569,65456,142,55141,30651,28796,1855,24490
11.839632,10.966924,2021,W06000020,Torfaen,92276,1202,228,1005,89596,245,75112,42941,40654,2287,32171
11.981684,10.922665,2021,W06000021,Monmouthshire,92960,1185,230,1115,90106,324,78238,44558,42829,1729,33680
5.29263,10.840938,2021,W06000022,Newport,159592,12194,3737,4451,136473,2737,127420,77297,72787,4510,50123
7.0365725,12.438409,2021,W06000023,Powys,133169,1247,221,1135,130160,406,112536,64052,61726,2326,48484
14.448938,8.55153,2021,W06000024,Merthyr Tydfil,58839,871,91,510,57140,227,47676,27183,25634,1549,20493
